                        Found 4242 pair / timeframe combinations.                         
┏━━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━┓
┃          Pair ┃ Timeframe ┃ Type ┃                From ┃                  To ┃ Candles ┃
│      AXL/USDH │       30m │ spot │ 2025-11-19 18:00:00 │ 2026-02-02 22:30:00 │    3610 │
│      AXL/USDH │        1h │ spot │ 2025-11-19 18:00:00 │ 2026-02-01 08:00:00 │    1767 │
│      AXL/USDH │        2h │ spot │ 2025-11-19 18:00:00 │ 2026-01-29 02:00:00 │     845 │
│      AXL/USDH │        4h │ spot │ 2025-11-19 16:00:00 │ 2026-01-22 16:00:00 │     385 │
│      AXL/USDH │        8h │ spot │ 2025-11-19 16:00:00 │ 2026-01-09 16:00:00 │     154 │
│      AXL/USDH │       12h │ spot │ 2025-11-19 12:00:00 │ 2025-12-28 00:00:00 │      78 │
│      AXL/USDH │        1d │ spot │ 2025-11-19 00:00:00 │ 2025-11-19 00:00:00 │       1 │
│      AXL/USDH │        3d │ spot │ 2026-02-09 00:00:00 │ 2026-02-15 00:00:00 │       3 │
│      AXL/USDH │        1w │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      AXL/USDH │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│    AZTEC/USDC │        1m │ spot │ 2026-02-12 10:03:00 │ 2026-02-24 04:45:00 │    8672 │
│    AZTEC/USDC │        3m │ spot │ 2026-02-12 10:03:00 │ 2026-02-24 04:42:00 │    5654 │
│    AZTEC/USDC │        5m │ spot │ 2026-02-12 10:00:00 │ 2026-02-24 04:40:00 │    3393 │
│    AZTEC/USDC │       15m │ spot │ 2026-02-12 10:00:00 │ 2026-02-24 04:30:00 │    1131 │
